Gene stable ID,Gene stable ID version,Chromosome/scaffold name,Gene type
ENSMUSG00000095103,ENSMUSG00000095103.2,Y,unprocessed_pseudogene
ENSMUSG00000095785,ENSMUSG00000095785.2,Y,protein_coding
ENSMUSG00000101982,ENSMUSG00000101982.6,Y,transcribed_processed_pseudogene
ENSMUSG00000099487,ENSMUSG00000099487.1,Y,unprocessed_pseudogene
ENSMUSG00000101507,ENSMUSG00000101507.1,Y,lincRNA
ENSMUSG00000093993,ENSMUSG00000093993.7,Y,protein_coding
ENSMUSG00000100956,ENSMUSG00000100956.1,Y,unprocessed_pseudogene
ENSMUSG00000100942,ENSMUSG00000100942.1,Y,processed_pseudogene
ENSMUSG00000100333,ENSMUSG00000100333.1,Y,lincRNA
ENSMUSG00000100126,ENSMUSG00000100126.1,Y,lincRNA
ENSMUSG00000101679,ENSMUSG00000101679.1,Y,unprocessed_pseudogene
ENSMUSG00000099434,ENSMUSG00000099434.1,Y,unprocessed_pseudogene
ENSMUSG00000101177,ENSMUSG00000101177.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000100993,ENSMUSG00000100993.1,Y,unprocessed_pseudogene
ENSMUSG00000099778,ENSMUSG00000099778.1,Y,lincRNA
ENSMUSG00000101512,ENSMUSG00000101512.1,Y,lincRNA
ENSMUSG00000100136,ENSMUSG00000100136.1,Y,unprocessed_pseudogene
ENSMUSG00000101256,ENSMUSG00000101256.1,Y,lincRNA
ENSMUSG00000101758,ENSMUSG00000101758.1,Y,lincRNA
ENSMUSG00000099395,ENSMUSG00000099395.1,Y,lincRNA
ENSMUSG00000100982,ENSMUSG00000100982.1,Y,unprocessed_pseudogene
ENSMUSG00000100988,ENSMUSG00000100988.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000099368,ENSMUSG00000099368.1,Y,unprocessed_pseudogene
ENSMUSG00000101032,ENSMUSG00000101032.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000101010,ENSMUSG00000101010.1,Y,unprocessed_pseudogene
ENSMUSG00000100447,ENSMUSG00000100447.1,Y,unprocessed_pseudogene
ENSMUSG00000100607,ENSMUSG00000100607.1,Y,lincRNA
ENSMUSG00000099829,ENSMUSG00000099829.1,Y,lincRNA
ENSMUSG00000101278,ENSMUSG00000101278.1,Y,lincRNA
ENSMUSG00000101442,ENSMUSG00000101442.1,Y,unprocessed_pseudogene
ENSMUSG00000096666,ENSMUSG00000096666.2,Y,protein_coding
ENSMUSG00000100373,ENSMUSG00000100373.6,Y,lincRNA
ENSMUSG00000101202,ENSMUSG00000101202.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000102077,ENSMUSG00000102077.1,Y,unprocessed_pseudogene
ENSMUSG00000099852,ENSMUSG00000099852.1,Y,unprocessed_pseudogene
ENSMUSG00000095302,ENSMUSG00000095302.2,Y,protein_coding
ENSMUSG00000099570,ENSMUSG00000099570.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000100569,ENSMUSG00000100569.1,Y,unprocessed_pseudogene
ENSMUSG00000100809,ENSMUSG00000100809.1,Y,lincRNA
ENSMUSG00000099962,ENSMUSG00000099962.1,Y,lincRNA
ENSMUSG00000100547,ENSMUSG00000100547.1,Y,unprocessed_pseudogene
ENSMUSG00000099755,ENSMUSG00000099755.1,Y,unprocessed_pseudogene
ENSMUSG00000101686,ENSMUSG00000101686.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000099457,ENSMUSG00000099457.1,Y,unprocessed_pseudogene
ENSMUSG00000101313,ENSMUSG00000101313.1,Y,lincRNA
ENSMUSG00000100478,ENSMUSG00000100478.1,Y,lincRNA
ENSMUSG00000101083,ENSMUSG00000101083.1,Y,processed_pseudogene
ENSMUSG00000102118,ENSMUSG00000102118.1,Y,unprocessed_pseudogene
ENSMUSG00000096881,ENSMUSG00000096881.2,Y,unprocessed_pseudogene
ENSMUSG00000099716,ENSMUSG00000099716.1,Y,lincRNA
ENSMUSG00000101794,ENSMUSG00000101794.1,Y,lincRNA
ENSMUSG00000101529,ENSMUSG00000101529.1,Y,lincRNA
ENSMUSG00000099335,ENSMUSG00000099335.1,Y,processed_pseudogene
ENSMUSG00000100897,ENSMUSG00000100897.1,Y,unprocessed_pseudogene
ENSMUSG00000101139,ENSMUSG00000101139.1,Y,unprocessed_pseudogene
ENSMUSG00000101164,ENSMUSG00000101164.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000101825,ENSMUSG00000101825.1,Y,unprocessed_pseudogene
ENSMUSG00000099976,ENSMUSG00000099976.1,Y,unprocessed_pseudogene
ENSMUSG00000099501,ENSMUSG00000099501.1,Y,lincRNA
ENSMUSG00000099991,ENSMUSG00000099991.1,Y,lincRNA
ENSMUSG00000101358,ENSMUSG00000101358.1,Y,processed_pseudogene
ENSMUSG00000101816,ENSMUSG00000101816.1,Y,unprocessed_pseudogene
ENSMUSG00000096016,ENSMUSG00000096016.7,Y,protein_coding
ENSMUSG00000101861,ENSMUSG00000101861.1,Y,lincRNA
ENSMUSG00000101598,ENSMUSG00000101598.1,Y,lincRNA
ENSMUSG00000100216,ENSMUSG00000100216.1,Y,unprocessed_pseudogene
ENSMUSG00000099641,ENSMUSG00000099641.1,Y,unprocessed_pseudogene
ENSMUSG00000100271,ENSMUSG00000100271.1,Y,unprocessed_pseudogene
ENSMUSG00000095634,ENSMUSG00000095634.2,Y,protein_coding
ENSMUSG00000101393,ENSMUSG00000101393.1,Y,processed_transcript
ENSMUSG00000100885,ENSMUSG00000100885.1,Y,lincRNA
ENSMUSG00000101120,ENSMUSG00000101120.1,Y,processed_pseudogene
ENSMUSG00000101216,ENSMUSG00000101216.1,Y,unprocessed_pseudogene
ENSMUSG00000100032,ENSMUSG00000100032.1,Y,protein_coding
ENSMUSG00000101080,ENSMUSG00000101080.1,Y,lincRNA
ENSMUSG00000100308,ENSMUSG00000100308.1,Y,unprocessed_pseudogene
ENSMUSG00000101106,ENSMUSG00000101106.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000102119,ENSMUSG00000102119.6,Y,lincRNA
ENSMUSG00000101147,ENSMUSG00000101147.1,Y,unprocessed_pseudogene
ENSMUSG00000101143,ENSMUSG00000101143.1,Y,unprocessed_pseudogene
ENSMUSG00000102005,ENSMUSG00000102005.6,Y,lincRNA
ENSMUSG00000101491,ENSMUSG00000101491.1,Y,lincRNA
ENSMUSG00000100624,ENSMUSG00000100624.1,Y,unprocessed_pseudogene
ENSMUSG00000102388,ENSMUSG00000102388.5,Y,protein_coding
ENSMUSG00000102131,ENSMUSG00000102131.1,Y,unprocessed_pseudogene
ENSMUSG00000094699,ENSMUSG00000094699.2,Y,unprocessed_pseudogene
ENSMUSG00000100659,ENSMUSG00000100659.1,Y,unprocessed_pseudogene
ENSMUSG00000101254,ENSMUSG00000101254.1,Y,unprocessed_pseudogene
ENSMUSG00000100976,ENSMUSG00000100976.1,Y,unprocessed_pseudogene
ENSMUSG00000100489,ENSMUSG00000100489.1,Y,unprocessed_pseudogene
ENSMUSG00000101239,ENSMUSG00000101239.1,Y,processed_pseudogene
ENSMUSG00000100971,ENSMUSG00000100971.1,Y,lincRNA
ENSMUSG00000099555,ENSMUSG00000099555.1,Y,lincRNA
ENSMUSG00000101369,ENSMUSG00000101369.1,Y,unprocessed_pseudogene
ENSMUSG00000101096,ENSMUSG00000101096.1,Y,unprocessed_pseudogene
ENSMUSG00000099550,ENSMUSG00000099550.6,Y,protein_coding
ENSMUSG00000102065,ENSMUSG00000102065.1,Y,unprocessed_pseudogene
ENSMUSG00000100278,ENSMUSG00000100278.1,Y,lincRNA
ENSMUSG00000100692,ENSMUSG00000100692.1,Y,unprocessed_pseudogene
ENSMUSG00000094052,ENSMUSG00000094052.2,Y,protein_coding
ENSMUSG00000099530,ENSMUSG00000099530.1,Y,protein_coding
ENSMUSG00000101725,ENSMUSG00000101725.6,Y,protein_coding
ENSMUSG00000099948,ENSMUSG00000099948.1,Y,unprocessed_pseudogene
ENSMUSG00000104442,ENSMUSG00000104442.1,Y,TEC
ENSMUSG00000101440,ENSMUSG00000101440.1,Y,lincRNA
ENSMUSG00000094616,ENSMUSG00000094616.7,Y,protein_coding
ENSMUSG00000100653,ENSMUSG00000100653.1,Y,lincRNA
ENSMUSG00000101421,ENSMUSG00000101421.1,Y,processed_pseudogene
ENSMUSG00000101706,ENSMUSG00000101706.1,Y,lincRNA
ENSMUSG00000101627,ENSMUSG00000101627.1,Y,lincRNA
ENSMUSG00000101852,ENSMUSG00000101852.1,Y,unprocessed_pseudogene
ENSMUSG00000099438,ENSMUSG00000099438.1,Y,unprocessed_pseudogene
ENSMUSG00000101786,ENSMUSG00000101786.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000099806,ENSMUSG00000099806.1,Y,unprocessed_pseudogene
ENSMUSG00000099704,ENSMUSG00000099704.1,Y,lincRNA
ENSMUSG00000101383,ENSMUSG00000101383.1,Y,unprocessed_pseudogene
ENSMUSG00000099914,ENSMUSG00000099914.1,Y,unprocessed_pseudogene
ENSMUSG00000099369,ENSMUSG00000099369.1,Y,processed_pseudogene
ENSMUSG00000101893,ENSMUSG00000101893.1,Y,lincRNA
ENSMUSG00000100442,ENSMUSG00000100442.1,Y,unprocessed_pseudogene
ENSMUSG00000101518,ENSMUSG00000101518.1,Y,unprocessed_pseudogene
ENSMUSG00000101374,ENSMUSG00000101374.6,Y,transcribed_processed_pseudogene
ENSMUSG00000101255,ENSMUSG00000101255.1,Y,unprocessed_pseudogene
ENSMUSG00000101713,ENSMUSG00000101713.1,Y,lincRNA
ENSMUSG00000099531,ENSMUSG00000099531.1,Y,protein_coding
ENSMUSG00000100008,ENSMUSG00000100008.1,Y,processed_pseudogene
ENSMUSG00000101134,ENSMUSG00000101134.1,Y,lincRNA
ENSMUSG00000100537,ENSMUSG00000100537.1,Y,lincRNA
ENSMUSG00000100535,ENSMUSG00000100535.1,Y,protein_coding
ENSMUSG00000099738,ENSMUSG00000099738.1,Y,unprocessed_pseudogene
ENSMUSG00000101988,ENSMUSG00000101988.1,Y,unprocessed_pseudogene
ENSMUSG00000101336,ENSMUSG00000101336.1,Y,unprocessed_pseudogene
ENSMUSG00000101593,ENSMUSG00000101593.1,Y,unprocessed_pseudogene
ENSMUSG00000101444,ENSMUSG00000101444.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000099733,ENSMUSG00000099733.1,Y,unprocessed_pseudogene
ENSMUSG00000101339,ENSMUSG00000101339.1,Y,processed_pseudogene
ENSMUSG00000099731,ENSMUSG00000099731.1,Y,unprocessed_pseudogene
ENSMUSG00000096902,ENSMUSG00000096902.7,Y,protein_coding
ENSMUSG00000100694,ENSMUSG00000100694.1,Y,lincRNA
ENSMUSG00000101844,ENSMUSG00000101844.1,Y,unprocessed_pseudogene
ENSMUSG00000100898,ENSMUSG00000100898.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000101857,ENSMUSG00000101857.1,Y,unprocessed_pseudogene
ENSMUSG00000101836,ENSMUSG00000101836.1,Y,unprocessed_pseudogene
ENSMUSG00000102008,ENSMUSG00000102008.1,Y,processed_pseudogene
ENSMUSG00000100869,ENSMUSG00000100869.1,Y,unprocessed_pseudogene
ENSMUSG00000101277,ENSMUSG00000101277.1,Y,unprocessed_pseudogene
ENSMUSG00000099371,ENSMUSG00000099371.1,Y,unprocessed_pseudogene
ENSMUSG00000102129,ENSMUSG00000102129.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000100359,ENSMUSG00000100359.1,Y,unprocessed_pseudogene
ENSMUSG00000099495,ENSMUSG00000099495.1,Y,unprocessed_pseudogene
ENSMUSG00000101747,ENSMUSG00000101747.1,Y,unprocessed_pseudogene
ENSMUSG00000100379,ENSMUSG00000100379.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000101715,ENSMUSG00000101715.1,Y,unprocessed_pseudogene
ENSMUSG00000101425,ENSMUSG00000101425.1,Y,lincRNA
ENSMUSG00000100698,ENSMUSG00000100698.1,Y,unprocessed_pseudogene
ENSMUSG00000099547,ENSMUSG00000099547.1,Y,unprocessed_pseudogene
ENSMUSG00000099782,ENSMUSG00000099782.1,Y,protein_coding
ENSMUSG00000101038,ENSMUSG00000101038.1,Y,unprocessed_pseudogene
ENSMUSG00000100604,ENSMUSG00000100604.1,Y,processed_pseudogene
ENSMUSG00000099554,ENSMUSG00000099554.1,Y,lincRNA
ENSMUSG00000101757,ENSMUSG00000101757.1,Y,unprocessed_pseudogene
ENSMUSG00000100179,ENSMUSG00000100179.1,Y,unprocessed_pseudogene
ENSMUSG00000099685,ENSMUSG00000099685.6,Y,transcribed_unprocessed_pseudogene
ENSMUSG00000100251,ENSMUSG00000100251.1,Y,unprocessed_pseudogene
ENSMUSG00000101774,ENSMUSG00000101774.6,Y,lincRNA
ENSMUSG00000099883,ENSMUSG00000099883.1,Y,unprocessed_pseudogene
ENSMUSG00000100363,ENSMUSG00000100363.1,Y,unprocessed_pseudogene
ENSMUSG00000100276,ENSMUSG00000100276.1,Y,unprocessed_pseudogene
ENSMUSG00000101318,ENSMUSG00000101318.1,Y,unprocessed_pseudogene
ENSMUSG00000100805,ENSMUSG00000100805.1,Y,lincRNA
ENSMUSG00000101528,ENSMUSG00000101528.1,Y,protein_coding
ENSMUSG00000099661,ENSMUSG00000099661.1,Y,unprocessed_pseudogene
ENSMUSG00000094507,ENSMUSG00000094507.1,Y,protein_coding
ENSMUSG00000100115,ENSMUSG00000100115.1,Y,lincRNA
ENSMUSG00000093946,ENSMUSG00000093946.1,Y,rRNA
ENSMUSG00000101881,ENSMUSG00000101881.1,Y,unprocessed_pseudogene
ENSMUSG00000101218,ENSMUSG00000101218.1,Y,lincRNA
ENSMUSG00000094654,ENSMUSG00000094654.1,Y,rRNA
ENSMUSG00000101128,ENSMUSG00000101128.1,Y,unprocessed_pseudogene
ENSMUSG00000101788,ENSMUSG00000101788.1,Y,unprocessed_pseudogene
ENSMUSG00000102087,ENSMUSG00000102087.1,Y,unprocessed_pseudogene
ENSMUSG00000101428,ENSMUSG00000101428.1,Y,unprocessed_pseudogene
ENSMUSG00000100140,ENSMUSG00000100140.1,Y,lincRNA
ENSMUSG00000101146,ENSMUSG00000101146.1,Y,protein_coding
ENSMUSG00000099499,ENSMUSG00000099499.1,Y,unprocessed_pseudogene
ENSMUSG00000101213,ENSMUSG00000101213.1,Y,processed_pseudogene
ENSMUSG00000099896,ENSMUSG00000099896.1,Y,lincRNA
ENSMUSG00000101980,ENSMUSG00000101980.1,Y,unprocessed_pseudogene
ENSMUSG00000100669,ENSMUSG00000100669.1,Y,unprocessed_pseudogene
ENSMUSG00000100260,ENSMUSG00000100260.1,Y,unprocessed_pseudogene
ENSMUSG00000100675,ENSMUSG00000100675.1,Y,unprocessed_pseudogene
ENSMUSG00000100544,ENSMUSG00000100544.1,Y,lincRNA
ENSMUSG00000100902,ENSMUSG00000100902.1,Y,protein_coding
ENSMUSG00000100673,ENSMUSG00000100673.1,Y,unprocessed_pseudogene
ENSMUSG00000102025,ENSMUSG00000102025.1,Y,processed_pseudogene
ENSMUSG00000099944,ENSMUSG00000099944.1,Y,unprocessed_pseudogene
ENSMUSG00000100226,ENSMUSG00000100226.1,Y,unprocessed_pseudogene
ENSMUSG00000101957,ENSMUSG00000101957.1,Y,unprocessed_pseudogene
ENSMUSG00000101071,ENSMUSG00000101071.1,Y,unprocessed_pseudogene
ENSMUSG00000099425,ENSMUSG00000099425.1,Y,unprocessed_pseudogene
ENSMUSG00000101020,ENSMUSG00000101020.1,Y,unprocessed_pseudogene
ENSMUSG00000094404,ENSMUSG00000094404.1,Y,protein_coding
ENSMUSG00000101408,ENSMUSG00000101408.1,Y,unprocessed_pseudogene
ENSMUSG00000100643,ENSMUSG00000100643.1,Y,unprocessed_pseudogene
ENSMUSG00000101898,ENSMUSG00000101898.1,Y,unprocessed_pseudogene
ENSMUSG00000100050,ENSMUSG00000100050.1,Y,unprocessed_pseudogene
ENSMUSG00000100708,ENSMUSG00000100708.1,Y,protein_coding
ENSMUSG00000101238,ENSMUSG00000101238.1,Y,unprocessed_pseudogene
ENSMUSG00000100406,ENSMUSG00000100406.1,Y,processed_pseudogene
ENSMUSG00000099526,ENSMUSG00000099526.1,Y,lincRNA
ENSMUSG00000100560,ENSMUSG00000100560.1,Y,unprocessed_pseudogene
ENSMUSG00000101478,ENSMUSG00000101478.1,Y,unprocessed_pseudogene
ENSMUSG00000101283,ENSMUSG00000101283.1,Y,unprocessed_pseudogene
ENSMUSG00000100907,ENSMUSG00000100907.1,Y,unprocessed_pseudogene
ENSMUSG00000101960,ENSMUSG00000101960.1,Y,lincRNA
ENSMUSG00000095179,ENSMUSG00000095179.2,Y,unprocessed_pseudogene
ENSMUSG00000101917,ENSMUSG00000101917.1,Y,unprocessed_pseudogene
ENSMUSG00000101205,ENSMUSG00000101205.1,Y,processed_pseudogene
ENSMUSG00000100526,ENSMUSG00000100526.1,Y,lincRNA
ENSMUSG00000101785,ENSMUSG00000101785.1,Y,lincRNA
ENSMUSG00000100149,ENSMUSG00000100149.1,Y,lincRNA
ENSMUSG00000101602,ENSMUSG00000101602.1,Y,unprocessed_pseudogene
ENSMUSG00000099953,ENSMUSG00000099953.1,Y,unprocessed_pseudogene
ENSMUSG00000102032,ENSMUSG00000102032.1,Y,processed_pseudogene
ENSMUSG00000100823,ENSMUSG00000100823.1,Y,lincRNA
ENSMUSG00000099416,ENSMUSG00000099416.1,Y,lincRNA
ENSMUSG00000094647,ENSMUSG00000094647.7,Y,protein_coding
ENSMUSG00000099646,ENSMUSG00000099646.1,Y,lincRNA
ENSMUSG00000099535,ENSMUSG00000099535.1,Y,unprocessed_pseudogene
ENSMUSG00000099606,ENSMUSG00000099606.1,Y,processed_pseudogene
ENSMUSG00000100063,ENSMUSG00000100063.1,Y,lincRNA
ENSMUSG00000100722,ENSMUSG00000100722.1,Y,lincRNA
ENSMUSG00000096898,ENSMUSG00000096898.2,Y,protein_coding
ENSMUSG00000101017,ENSMUSG00000101017.1,Y,unprocessed_pseudogene
ENSMUSG00000100366,ENSMUSG00000100366.1,Y,lincRNA
ENSMUSG00000100888,ENSMUSG00000100888.1,Y,unprocessed_pseudogene
ENSMUSG00000100433,ENSMUSG00000100433.1,Y,unprocessed_pseudogene
ENSMUSG00000102111,ENSMUSG00000102111.1,Y,lincRNA
ENSMUSG00000101060,ENSMUSG00000101060.1,Y,lincRNA
ENSMUSG00000099792,ENSMUSG00000099792.1,Y,protein_coding
ENSMUSG00000099497,ENSMUSG00000099497.1,Y,unprocessed_pseudogene
ENSMUSG00000099479,ENSMUSG00000099479.1,Y,lincRNA
ENSMUSG00000101115,ENSMUSG00000101115.1,Y,lincRNA
ENSMUSG00000100849,ENSMUSG00000100849.1,Y,lincRNA
ENSMUSG00000101194,ENSMUSG00000101194.1,Y,unprocessed_pseudogene
ENSMUSG00000099742,ENSMUSG00000099742.1,Y,processed_pseudogene
ENSMUSG00000100999,ENSMUSG00000100999.1,Y,unprocessed_pseudogene
ENSMUSG00000101562,ENSMUSG00000101562.1,Y,unprocessed_pseudogene
ENSMUSG00000101321,ENSMUSG00000101321.1,Y,lincRNA
ENSMUSG00000100328,ENSMUSG00000100328.6,Y,lincRNA
ENSMUSG00000101098,ENSMUSG00000101098.1,Y,unprocessed_pseudogene
ENSMUSG00000094739,ENSMUSG00000094739.2,Y,protein_coding
ENSMUSG00000102071,ENSMUSG00000102071.1,Y,unprocessed_pseudogene
ENSMUSG00000100741,ENSMUSG00000100741.1,Y,unprocessed_pseudogene
ENSMUSG00000101804,ENSMUSG00000101804.1,Y,lincRNA
ENSMUSG00000099621,ENSMUSG00000099621.1,Y,unprocessed_pseudogene
ENSMUSG00000095867,ENSMUSG00000095867.2,Y,protein_coding
ENSMUSG00000100784,ENSMUSG00000100784.1,Y,lincRNA
ENSMUSG00000101044,ENSMUSG00000101044.1,Y,unprocessed_pseudogene
ENSMUSG00000099670,ENSMUSG00000099670.1,Y,unprocessed_pseudogene
ENSMUSG00000099636,ENSMUSG00000099636.1,Y,lincRNA
ENSMUSG00000094746,ENSMUSG00000094746.7,Y,protein_coding
ENSMUSG00000100494,ENSMUSG00000100494.1,Y,unprocessed_pseudogene
ENSMUSG00000101118,ENSMUSG00000101118.1,Y,processed_pseudogene
ENSMUSG00000101748,ENSMUSG00000101748.1,Y,unprocessed_pseudogene
ENSMUSG00000101259,ENSMUSG00000101259.1,Y,unprocessed_pseudogene
ENSMUSG00000100610,ENSMUSG00000100610.1,Y,unprocessed_pseudogene
ENSMUSG00000101197,ENSMUSG00000101197.1,Y,unprocessed_pseudogene
ENSMUSG00000102016,ENSMUSG00000102016.6,Y,lincRNA
ENSMUSG00000101340,ENSMUSG00000101340.1,Y,unprocessed_pseudogene
ENSMUSG00000099972,ENSMUSG00000099972.1,Y,processed_pseudogene
ENSMUSG00000101733,ENSMUSG00000101733.1,Y,unprocessed_pseudogene
ENSMUSG00000102019,ENSMUSG00000102019.1,Y,unprocessed_pseudogene
ENSMUSG00000101465,ENSMUSG00000101465.1,Y,lincRNA
ENSMUSG00000095578,ENSMUSG00000095578.7,Y,protein_coding
ENSMUSG00000099734,ENSMUSG00000099734.1,Y,unprocessed_pseudogene
ENSMUSG00000100723,ENSMUSG00000100723.1,Y,unprocessed_pseudogene
ENSMUSG00000101981,ENSMUSG00000101981.1,Y,lincRNA
ENSMUSG00000100148,ENSMUSG00000100148.1,Y,unprocessed_pseudogene
ENSMUSG00000100756,ENSMUSG00000100756.1,Y,unprocessed_pseudogene
ENSMUSG00000099805,ENSMUSG00000099805.1,Y,unprocessed_pseudogene
ENSMUSG00000101070,ENSMUSG00000101070.1,Y,unprocessed_pseudogene
ENSMUSG00000100286,ENSMUSG00000100286.1,Y,lincRNA
ENSMUSG00000101833,ENSMUSG00000101833.1,Y,unprocessed_pseudogene
ENSMUSG00000101688,ENSMUSG00000101688.1,Y,unprocessed_pseudogene
ENSMUSG00000099679,ENSMUSG00000099679.1,Y,unprocessed_pseudogene
ENSMUSG00000099677,ENSMUSG00000099677.1,Y,unprocessed_pseudogene
ENSMUSG00000100925,ENSMUSG00000100925.1,Y,lincRNA
ENSMUSG00000099740,ENSMUSG00000099740.1,Y,protein_coding
ENSMUSG00000101637,ENSMUSG00000101637.1,Y,unprocessed_pseudogene
ENSMUSG00000100245,ENSMUSG00000100245.1,Y,unprocessed_pseudogene
ENSMUSG00000100469,ENSMUSG00000100469.1,Y,unprocessed_pseudogene
ENSMUSG00000100821,ENSMUSG00000100821.1,Y,unprocessed_pseudogene
ENSMUSG00000101058,ENSMUSG00000101058.1,Y,unprocessed_pseudogene
ENSMUSG00000100187,ENSMUSG00000100187.1,Y,lincRNA
ENSMUSG00000099894,ENSMUSG00000099894.1,Y,protein_coding
ENSMUSG00000100125,ENSMUSG00000100125.1,Y,unprocessed_pseudogene
ENSMUSG00000101962,ENSMUSG00000101962.1,Y,lincRNA
ENSMUSG00000100978,ENSMUSG00000100978.1,Y,unprocessed_pseudogene
ENSMUSG00000100519,ENSMUSG00000100519.1,Y,unprocessed_pseudogene
ENSMUSG00000100598,ENSMUSG00000100598.1,Y,unprocessed_pseudogene
ENSMUSG00000100591,ENSMUSG00000100591.1,Y,unprocessed_pseudogene
ENSMUSG00000100879,ENSMUSG00000100879.1,Y,lincRNA
ENSMUSG00000099480,ENSMUSG00000099480.1,Y,lincRNA
ENSMUSG00000101914,ENSMUSG00000101914.1,Y,unprocessed_pseudogene
ENSMUSG00000099834,ENSMUSG00000099834.1,Y,unprocessed_pseudogene
ENSMUSG00000100298,ENSMUSG00000100298.1,Y,lincRNA
ENSMUSG00000101201,ENSMUSG00000101201.1,Y,unprocessed_pseudogene
ENSMUSG00000100438,ENSMUSG00000100438.1,Y,unprocessed_pseudogene
ENSMUSG00000101286,ENSMUSG00000101286.1,Y,protein_coding
ENSMUSG00000100268,ENSMUSG00000100268.1,Y,unprocessed_pseudogene
ENSMUSG00000101343,ENSMUSG00000101343.1,Y,processed_pseudogene
ENSMUSG00000101907,ENSMUSG00000101907.1,Y,lincRNA
ENSMUSG00000100035,ENSMUSG00000100035.1,Y,lincRNA
ENSMUSG00000101072,ENSMUSG00000101072.1,Y,unprocessed_pseudogene
ENSMUSG00000100994,ENSMUSG00000100994.1,Y,unprocessed_pseudogene
ENSMUSG00000100861,ENSMUSG00000100861.1,Y,unprocessed_pseudogene
ENSMUSG00000100317,ENSMUSG00000100317.1,Y,unprocessed_pseudogene
ENSMUSG00000101329,ENSMUSG00000101329.1,Y,lincRNA
ENSMUSG00000100532,ENSMUSG00000100532.1,Y,lincRNA
ENSMUSG00000099374,ENSMUSG00000099374.1,Y,unprocessed_pseudogene
ENSMUSG00000100882,ENSMUSG00000100882.1,Y,unprocessed_pseudogene
ENSMUSG00000101772,ENSMUSG00000101772.1,Y,unprocessed_pseudogene
ENSMUSG00000099667,ENSMUSG00000099667.1,Y,unprocessed_pseudogene
ENSMUSG00000099925,ENSMUSG00000099925.1,Y,protein_coding
ENSMUSG00000101582,ENSMUSG00000101582.1,Y,unprocessed_pseudogene
ENSMUSG00000101273,ENSMUSG00000101273.1,Y,unprocessed_pseudogene
ENSMUSG00000101508,ENSMUSG00000101508.1,Y,lincRNA
ENSMUSG00000100339,ENSMUSG00000100339.1,Y,unprocessed_pseudogene
ENSMUSG00000099546,ENSMUSG00000099546.1,Y,unprocessed_pseudogene
ENSMUSG00000101884,ENSMUSG00000101884.1,Y,unprocessed_pseudogene
ENSMUSG00000100906,ENSMUSG00000100906.1,Y,unprocessed_pseudogene
ENSMUSG00000100092,ENSMUSG00000100092.1,Y,unprocessed_pseudogene
ENSMUSG00000100284,ENSMUSG00000100284.1,Y,unprocessed_pseudogene
ENSMUSG00000096523,ENSMUSG00000096523.1,Y,rRNA
ENSMUSG00000100986,ENSMUSG00000100986.1,Y,unprocessed_pseudogene
ENSMUSG00000101718,ENSMUSG00000101718.1,Y,unprocessed_pseudogene
ENSMUSG00000094454,ENSMUSG00000094454.1,Y,rRNA
ENSMUSG00000099736,ENSMUSG00000099736.1,Y,unprocessed_pseudogene
ENSMUSG00000101657,ENSMUSG00000101657.1,Y,unprocessed_pseudogene
ENSMUSG00000100740,ENSMUSG00000100740.1,Y,unprocessed_pseudogene
ENSMUSG00000100718,ENSMUSG00000100718.1,Y,unprocessed_pseudogene
ENSMUSG00000100407,ENSMUSG00000100407.1,Y,lincRNA
ENSMUSG00000095153,ENSMUSG00000095153.7,Y,protein_coding
ENSMUSG00000100946,ENSMUSG00000100946.1,Y,unprocessed_pseudogene
ENSMUSG00000101851,ENSMUSG00000101851.1,Y,processed_pseudogene
ENSMUSG00000100531,ENSMUSG00000100531.1,Y,lincRNA
ENSMUSG00000099483,ENSMUSG00000099483.1,Y,unprocessed_pseudogene
ENSMUSG00000101742,ENSMUSG00000101742.1,Y,unprocessed_pseudogene
ENSMUSG00000100024,ENSMUSG00000100024.1,Y,unprocessed_pseudogene
ENSMUSG00000094660,ENSMUSG00000094660.2,Y,protein_coding
ENSMUSG00000101052,ENSMUSG00000101052.1,Y,unprocessed_pseudogene
ENSMUSG00000100881,ENSMUSG00000100881.1,Y,unprocessed_pseudogene
ENSMUSG00000101160,ENSMUSG00000101160.1,Y,lincRNA
ENSMUSG00000099840,ENSMUSG00000099840.1,Y,protein_coding
ENSMUSG00000100951,ENSMUSG00000100951.1,Y,unprocessed_pseudogene
ENSMUSG00000101068,ENSMUSG00000101068.1,Y,processed_pseudogene
ENSMUSG00000101405,ENSMUSG00000101405.1,Y,lincRNA
ENSMUSG00000099633,ENSMUSG00000099633.1,Y,lincRNA
ENSMUSG00000102079,ENSMUSG00000102079.1,Y,processed_pseudogene
